idx,sentence,label,fp32_pred,int8_pred,fp32_correct,int8_correct,flipped,fp32_logit_0,fp32_logit_1,int8_logit_0,int8_logit_1,fp32_margin,int8_margin,abs_logit0_diff,abs_logit1_diff
0,it 's a charming and often affecting journey . ,1,1,1,True,True,False,-2.3620901107788086,2.2222959995269775,-1.7926408052444458,1.7223846912384033,4.584386110305786,3.515025496482849,0.5694493055343628,0.4999113082885742
1,unflinchingly bleak and desperate ,0,0,0,True,True,False,1.5116453170776367,-1.5819785594940186,1.157305121421814,-1.2269768714904785,3.0936238765716553,2.3842819929122925,0.35434019565582275,0.35500168800354004
2,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,1,1,1,True,True,False,-1.4243748188018799,1.50681734085083,-0.990555465221405,1.0365900993347168,2.93119215965271,2.027145564556122,0.43381935358047485,0.4702272415161133
3,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,1,1,True,True,False,-0.7013364434242249,0.7789016366004944,-0.4668809175491333,0.4495432376861572,1.4802380800247192,0.9164241552352905,0.23445552587509155,0.32935839891433716
4,"it 's slow -- very , very slow . ",0,0,0,True,True,False,1.8980265855789185,-1.9046156406402588,1.0293017625808716,-1.0293081998825073,3.8026422262191772,2.058609962463379,0.8687248229980469,0.8753074407577515
5,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,1,1,True,True,False,-1.810302972793579,1.7443410158157349,-1.377705454826355,1.3460674285888672,3.554643988609314,2.723772883415222,0.4325975179672241,0.3982735872268677
6,a sometimes tedious film . ,0,0,0,True,True,False,2.003105878829956,-1.8942266702651978,1.4486548900604248,-1.3221606016159058,3.897332549095154,2.7708154916763306,0.5544509887695312,0.572066068649292
7,or doing last year 's taxes with your ex-wife . ,0,0,0,True,True,False,1.1287410259246826,-1.0960144996643066,0.6352808475494385,-0.6033346056938171,2.2247555255889893,1.2386154532432556,0.49346017837524414,0.4926798939704895
8,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,1,1,1,True,True,False,-0.619084894657135,0.6675323843955994,-0.45431044697761536,0.41244959831237793,1.2866172790527344,0.8667600452899933,0.16477444767951965,0.25508278608322144
9,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",0,0,0,True,True,False,1.0102386474609375,-1.0718485116958618,0.5099766254425049,-0.574165940284729,2.0820871591567993,1.0841425657272339,0.5002620220184326,0.4976825714111328
10,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,1,1,1,True,True,False,-1.6126000881195068,1.6442643404006958,-1.3622119426727295,1.4163925647735596,3.2568644285202026,2.778604507446289,0.25038814544677734,0.22787177562713623
11,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,0,True,True,False,1.628974437713623,-1.5418543815612793,1.1473532915115356,-1.058099389076233,3.1708288192749023,2.2054526805877686,0.4816211462020874,0.4837549924850464
12,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,0,0,0,True,True,False,2.026585817337036,-1.9269250631332397,1.5653175115585327,-1.454372763633728,3.953510880470276,3.0196902751922607,0.4612683057785034,0.4725522994995117
13,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",1,0,0,False,False,False,0.059946589171886444,-0.092091865837574,0.014832530170679092,-0.051273979246616364,0.15203845500946045,0.06610650941729546,0.04511405900120735,0.04081788659095764
14,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,0,0,0,True,True,False,2.2336716651916504,-1.9978063106536865,1.4914450645446777,-1.3168888092041016,4.231477975845337,2.8083338737487793,0.7422266006469727,0.680917501449585
15,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",1,1,1,True,True,False,-2.329406976699829,2.2218916416168213,-1.8903838396072388,1.8567118644714355,4.55129861831665,3.7470957040786743,0.43902313709259033,0.36517977714538574
16,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,1,1,1,True,True,False,-1.2567094564437866,1.283226728439331,-0.924591600894928,0.9469281435012817,2.5399361848831177,1.8715197443962097,0.33211785554885864,0.3362985849380493
17,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,1,1,True,True,False,-1.0547242164611816,0.99793541431427,-0.6442338228225708,0.5818748474121094,2.0526596307754517,1.2261086702346802,0.41049039363861084,0.41606056690216064
18,... the movie is just a plain old monster . ,0,0,0,True,True,False,1.8871042728424072,-1.7227835655212402,1.0332727432250977,-0.9213994145393372,3.6098878383636475,1.9546721577644348,0.8538315296173096,0.8013841509819031
19,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",0,0,0,True,True,False,0.6959769129753113,-0.6612531542778015,0.5111528635025024,-0.5294310450553894,1.3572300672531128,1.0405839085578918,0.18482404947280884,0.1318221092224121
20,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0,0,0,True,True,False,0.3289451003074646,-0.38591939210891724,0.1925288885831833,-0.26956599950790405,0.7148644924163818,0.46209488809108734,0.1364162117242813,0.11635339260101318
21,the iditarod lasts for days - this just felt like it did . ,0,0,0,True,True,False,0.8936365842819214,-1.0136387348175049,0.3635936975479126,-0.4496179521083832,1.9072753190994263,0.8132116496562958,0.5300428867340088,0.5640207827091217
22,holden caulfield did it better . ,0,1,1,False,False,False,-0.4307742714881897,0.37311485409736633,-0.3770245313644409,0.28534531593322754,0.803889125585556,0.6623698472976685,0.05374974012374878,0.0877695381641388
23,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",1,1,1,True,True,False,-2.060438632965088,1.98707115650177,-1.3937052488327026,1.3291265964508057,4.047509789466858,2.7228318452835083,0.6667333841323853,0.6579445600509644
24,seldom has a movie so closely matched the spirit of a man and his work . ,1,0,0,False,False,False,0.2969803810119629,-0.4125404953956604,0.330191969871521,-0.335417240858078,0.7095208764076233,0.665609210729599,0.033211588859558105,0.0771232545375824
