idx,sentence,label,fp32_pred,int8_pred,fp32_correct,int8_correct,flipped,fp32_logit_0,fp32_logit_1,int8_logit_0,int8_logit_1,fp32_margin,int8_margin,abs_logit0_diff,abs_logit1_diff
0,it 's a charming and often affecting journey . ,1,1,1,True,True,False,-3.7138113975524902,3.4512195587158203,-3.0156970024108887,2.8302879333496094,7.1650309562683105,5.845984935760498,0.6981143951416016,0.6209316253662109
1,unflinchingly bleak and desperate ,0,0,0,True,True,False,1.5178555250167847,-1.534212589263916,0.6498702764511108,-0.7336585521697998,3.0520681142807007,1.3835288286209106,0.8679852485656738,0.8005540370941162
2,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,1,1,1,True,True,False,-2.9149410724639893,2.802666187286377,-1.782903790473938,1.7571582794189453,5.717607259750366,3.5400620698928833,1.1320372819900513,1.0455079078674316
3,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,1,1,True,True,False,-2.6230955123901367,2.542062282562256,-1.864892601966858,1.8594483137130737,5.165157794952393,3.7243409156799316,0.7582029104232788,0.6826139688491821
4,"it 's slow -- very , very slow . ",0,0,0,True,True,False,2.3759021759033203,-2.328284740447998,1.1285229921340942,-1.1711938381195068,4.704186916351318,2.299716830253601,1.247379183769226,1.1570909023284912
5,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,1,1,True,True,False,-3.481687545776367,3.2311902046203613,-2.55468487739563,2.407855272293091,6.7128777503967285,4.962540149688721,0.9270026683807373,0.8233349323272705
6,a sometimes tedious film . ,0,0,0,True,True,False,2.1894803047180176,-2.0623412132263184,1.3078880310058594,-1.2207854986190796,4.251821517944336,2.528673529624939,0.8815922737121582,0.8415557146072388
7,or doing last year 's taxes with your ex-wife . ,0,0,0,True,True,False,1.107350468635559,-0.9898362159729004,0.4669141173362732,-0.4569096565246582,2.0971866846084595,0.9238237738609314,0.6404363512992859,0.5329265594482422
8,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,1,1,1,True,True,False,-0.5093565583229065,0.3415018916130066,-0.6485911011695862,0.4631815254688263,0.8508584499359131,1.1117726266384125,0.1392345428466797,0.1216796338558197
9,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",0,0,0,True,True,False,2.10563325881958,-2.063959836959839,1.003235936164856,-1.0416871309280396,4.169593095779419,2.0449230670928955,1.1023973226547241,1.0222727060317993
10,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,1,1,1,True,True,False,-3.4018125534057617,3.22957706451416,-2.222390651702881,2.189692974090576,6.631389617919922,4.412083625793457,1.1794219017028809,1.039884090423584
11,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,0,True,True,False,2.645069122314453,-2.4185125827789307,1.6907371282577515,-1.5576485395431519,5.063581705093384,3.2483856678009033,0.9543319940567017,0.8608640432357788
12,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,0,0,0,True,True,False,2.755308151245117,-2.6033153533935547,2.0894081592559814,-1.9699242115020752,5.358623504638672,4.059332370758057,0.6658999919891357,0.6333911418914795
13,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",1,0,0,False,False,False,0.6587241888046265,-0.7058473229408264,0.38734155893325806,-0.3457563817501068,1.3645715117454529,0.7330979406833649,0.2713826298713684,0.3600909411907196
